,0
337,"['햄', '에_', '위', '트로_', '주', '세요_']"
338,"['스', '테이', '크_', '치', '즈', '에_', '빵', '은_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
339,"['스', '테이', '크_', '치', '즈', '에_', '플', '랫', '으로_', '주', '세요_']"
340,"['스', '테이', '크_', '치', '즈', '에_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
341,"['로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '에_', '빵', '은_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
342,"['에', '그', '마', '요', '에_', '빵', '은_', '위', '트로_', '주', '세요_']"
343,"['k', '바', '비', '큐', '에_', '빵', '은_', '하', '티', '로_', '주', '세요_']"
344,"['치', '킨_', '데', '리', '야', '끼', '에_', '빵', '은_', '하', '티', '로_', '주', '세요_']"
345,"['참', '치', '에_', '빵', '은_', '하', '티', '로_', '주', '세요_']"
346,"['하', '티', '에_', '스', '테이', '크_', '치', '즈', '로_', '주', '세요_']"
347,"['치', '킨_', '데', '리', '야', '끼', '에_', '화', '이', '트로_', '주', '세요_']"
348,"['비', '엘', '티', '에_', '파', '마', '산', '으로_', '주', '세요_']"
349,"['스', '테이', '크_', '치', '즈', '에_', '빵', '은_', '화', '이', '트로_', '주', '세요_']"
350,"['쉬', '림', '프', '에_', '파', '마', '산', '으로_', '주', '세요_']"
351,"['터', '키', '에_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
352,"['스', '테이', '크_', '앤', '_', '치', '즈', '에_', '화', '이', '트로_', '주', '세요_']"
353,"['참', '치', '에_', '파', '마', '산', '으로_', '주', '세요_']"
354,"['베', '지에_', '파', '마', '산', '으로_', '주', '세요_']"
355,"['로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '에_', '빵', '은_', '화', '이', '트로_', '주', '세요_']"
356,"['b', 'm', 't', '에_', '빵', '은_', '허', '니', '오', '트로_', '주', '세요_']"
357,"['k', '바', '비', '큐', '에_', '위', '트로_', '주', '세요_']"
358,"['스', '테이', '크_', '앤', '_', '치', '즈', '에_', '빵', '은_', '화', '이', '트로_', '주', '세요_']"
359,"['이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '에_', '빵', '은_', '허', '니', '오', '트로_', '주', '세요_']"
360,"['에', '그', '마', '요', '에_', '하', '티', '로_', '주', '세요_']"
361,"['이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '에_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
362,"['로', '스트_', '치', '킨', '에_', '화', '이', '트로_', '주', '세요_']"
363,"['에', '그', '마', '요', '에_', '파', '마', '산', '으로_', '주', '세요_']"
364,"['터', '키', '에_', '빵', '은_', '위', '트로_', '주', '세요_']"
365,"['터', '키', '에_', '빵', '은_', '화', '이', '트로_', '주', '세요_']"
366,"['파', '마', '산', '에_', '비', '엘', '티', '로_', '주', '세요_']"
367,"['허', '니', '오', '트에_', '스', '파이', '시_', '이탈', '리아', 'ᆫ', '으로_', '주', '세요_']"
368,"['스', '테이', '크_', '앤', '_', '치', '즈', '에_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
369,"['파', '마', '산', '에_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '으로_', '주', '세요_']"
370,"['쉬', '림', '프', '에_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
371,"['미', '트', '볼', '에_', '위', '트로_', '주', '세요_']"
372,"['로', '스트_', '치', '킨', '에_', '빵', '은_', '위', '트로_', '주', '세요_']"
373,"['화', '이', '트에_', '미', '트', '볼', '으로_', '주', '세요_']"
374,"['파', '마', '산', '오', '레', '가', '노', '에_', '써', '브', '웨이_', '클럽', '으로_', '주', '세요_']"
375,"['베', '지에_', '빵', '은_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
376,"['페', '퍼', '로', '니_', '피', '자_', '썹', '에_', '빵', '은_', '허', '니', '오', '트로_', '주', '세요_']"
377,"['화', '이', '트에_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '주', '세요_']"
378,"['허', '니', '오', '트에_', 'b', 'm', 't', '로_', '주', '세요_']"
379,"['베', '지에_', '플', '랫', '으로_', '주', '세요_']"
380,"['풀', '드_', '포', '크_', '바', '비', '큐', '에_', '빵', '은_', '위', '트로_', '주', '세요_']"
381,"['위', '트에_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '주', '세요_']"
382,"['터', '키_', '베이', '컨', '_', '아', '보', '카', '도에_', '빵', '은_', '파', '마', '산', '으로_', '주', '세요_']"
383,"['치', '킨_', '데', '리', '야', '끼', '에_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
384,"['참', '치', '에_', '빵', '은_', '위', '트로_', '주', '세요_']"
385,"['이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '에_', '허', '니', '오', '트로_', '주', '세요_']"
386,"['위', '트에_', '써', '브', '웨이_', '클럽', '으로_', '주', '세요_']"
387,"['페', '퍼', '로', '니_', '피', '자_', '썹', '에_', '파', '마', '산', '오', '레', '가', '노', '로_', '주', '세요_']"
388,"['터', '키_', '베이', '컨', '_', '아', '보', '카', '도에_', '빵', '은_', '플', '랫', '으로_', '주', '세요_']"
389,"['파', '마', '산', '오', '레', '가', '노', '에_', '미', '트', '볼', '으로_', '주', '세요_']"
390,"['k', '바', '비', '큐', '에_', '빵', '은_', '허', '니', '오', '트로_', '주', '세요_']"
391,"['파', '마', '산', '에_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '주', '세요_']"
392,"['로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '에_', '화', '이', '트로_', '주', '세요_']"
393,"['미', '트', '볼', '에_', '빵', '은_', '허', '니', '오', '트로_', '주', '세요_']"
394,"['이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '에_', '하', '티', '로_', '주', '세요_']"
395,"['스', '테이', '크_', '앤', '_', '치', '즈', '에_', '위', '트로_', '주', '세요_']"
396,"['파', '마', '산', '에_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '주', '세요_']"
397,"['비', '엘', '티', '에_', '허', '니', '오', '트로_', '주', '세요_']"
398,"['플', '랫', '에_', '햄', '으로_', '주', '세요_']"
399,"['로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '에_', '위', '트로_', '주', '세요_']"
400,"['빵', '은_', '30', 'c', 'm_', '하', '티', '로_', '해주', '세요_']"
401,"['하', '티_', '6', 'in', 'ch', '로_', '해주', '세요_']"
402,"['빵', '은_', '허', '니', '오', '트_', '15', '센', '치', '로_', '해주', '세요_']"
403,"['빵', '은_', '30', '센', '티', '미', '터_', '위', '트로_', '해주', '세요_']"
404,"['30', '센', '티', '미', '터_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
405,"['30', '센', '치', '미', '터_', '화', '이', '트로_', '해주', '세요_']"
406,"['허', '니', '오', '트_', '30', 'c', 'm', '로_', '해주', '세요_']"
407,"['빵', '은_', '6', '인', '치_', '허', '니', '오', '트로_', '해주', '세요_']"
408,"['빵', '은_', '파', '마', '산_', '풋', '롱', '으로_', '해주', '세요_']"
409,"['15', '센', '티_', '플', '랫', '으로_', '해주', '세요_']"
410,"['빵', '은_', '6', 'in', 'ch', '_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
411,"['15', '센', '치_', '하', '티', '로_', '해주', '세요_']"
412,"['빵', '은_', '30', 'c', 'm_', '파', '마', '산', '으로_', '해주', '세요_']"
413,"['파', '마', '산_', '15', '센', '티', '로_', '해주', '세요_']"
414,"['빵', '은_', '플', '랫', '_', '30', '센', '치', '로_', '해주', '세요_']"
415,"['빵', '은_', '30', '센', '치_', '파', '마', '산', '으로_', '해주', '세요_']"
416,"['빵', '은_', '30', '센', '티_', '허', '니', '오', '트로_', '해주', '세요_']"
417,"['위', '트_', '30', '센', '티', '미', '터', '로_', '해주', '세요_']"
418,"['빵', '은_', '15', '센', '티_', '플', '랫', '으로_', '해주', '세요_']"
419,"['30', '센', '치_', '화', '이', '트로_', '해주', '세요_']"
420,"['파', '마', '산_', '6', '인', '치', '로_', '해주', '세요_']"
421,"['위', '트_', '30', '센', '치', '로_', '해주', '세요_']"
422,"['빵', '은_', '위', '트_', '풋', '롱', '으로_', '해주', '세요_']"
423,"['파', '마', '산', '오', '레', '가', '노_', '풋', '롱', '으로_', '해주', '세요_']"
424,"['빵', '은_', '허', '니', '오', '트_', '6', 'in', 'ch', '로_', '해주', '세요_']"
425,"['허', '니', '오', '트_', '15', '센', '티', '로_', '해주', '세요_']"
426,"['빵', '은_', '30', '센', '티', '미', '터_', '허', '니', '오', '트로_', '해주', '세요_']"
427,"['빵', '은_', '파', '마', '산', '오', '레', '가', '노_', '30', '센', '티', '미', '터', '로_', '해주', '세요_']"
428,"['빵', '은_', '30', 'c', 'm_', '허', '니', '오', '트로_', '해주', '세요_']"
429,"['빵', '은_', '하', '티_', '풋', '롱', '으로_', '해주', '세요_']"
430,"['빵', '은_', '파', '마', '산', '오', '레', '가', '노_', '15', '센', '티', '로_', '해주', '세요_']"
431,"['빵', '은_', '하', '티_', '15', '센', '치', '로_', '해주', '세요_']"
432,"['빵', '은_', '파', '마', '산_', '15', '센', '티', '로_', '해주', '세요_']"
433,"['빵', '은_', '30', '센', '티', '미', '터_', '화', '이', '트로_', '해주', '세요_']"
434,"['파', '마', '산_', '30', '센', '티', '로_', '해주', '세요_']"
435,"['빵', '은_', '파', '마', '산', '오', '레', '가', '노_', '6', '인', '치', '로_', '해주', '세요_']"
436,"['하', '티_', '30', '센', '치', '로_', '해주', '세요_']"
437,"['빵', '은_', '15', '센', '치', '미', '터_', '플', '랫', '으로_', '해주', '세요_']"
438,"['하', '티_', '15', '센', '치', '미', '터', '로_', '해주', '세요_']"
439,"['화', '이', '트_', '30', '센', '치', '로_', '해주', '세요_']"
440,"['6', '인', '치_', '화', '이', '트로_', '해주', '세요_']"
441,"['파', '마', '산_', '15', '센', '치', '로_', '해주', '세요_']"
442,"['15', 'c', 'm_', '하', '티', '로_', '해주', '세요_']"
443,"['허', '니', '오', '트_', '6', 'in', 'ch', '로_', '해주', '세요_']"
444,"['하', '티_', '30', '센', '치', '미', '터', '로_', '해주', '세요_']"
445,"['빵', '은_', '15', '센', '티_', '하', '티', '로_', '해주', '세요_']"
446,"['빵', '은_', '15', '센', '티_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
447,"['15', '센', '티', '미', '터_', '하', '티', '로_', '해주', '세요_']"
448,"['30', '센', '치_', '허', '니', '오', '트로_', '해주', '세요_']"
449,"['플', '랫', '_', '30', '센', '치', '로_', '해주', '세요_']"
450,"['빵', '은_', '15', '센', '티_', '파', '마', '산', '으로_', '해주', '세요_']"
451,"['15', '센', '티_', '허', '니', '오', '트로_', '해주', '세요_']"
452,"['빵', '은_', '풋', '롱', '_', '플', '랫', '으로_', '해주', '세요_']"
453,"['빵', '은_', '파', '마', '산', '오', '레', '가', '노_', '30', '센', '치', '미', '터', '로_', '해주', '세요_']"
454,"['하', '티_', '15', '센', '티', '로_', '해주', '세요_']"
455,"['15', '센', '치', '미', '터_', '하', '티', '로_', '해주', '세요_']"
456,"['파', '마', '산_', '15', 'c', 'm', '로_', '해주', '세요_']"
457,"['30', '센', '치_', '하', '티', '로_', '해주', '세요_']"
458,"['6', '인', '치_', '파', '마', '산', '으로_', '해주', '세요_']"
459,"['하', '티_', '30', 'c', 'm', '로_', '해주', '세요_']"
460,"['15', '센', '치_', '화', '이', '트로_', '해주', '세요_']"
461,"['위', '트_', '15', '센', '티', '로_', '해주', '세요_']"
462,"['위', '트_', '15', '센', '티', '미', '터', '로_', '해주', '세요_']"
463,"['플', '랫', '_', '15', 'c', 'm', '로_', '해주', '세요_']"
464,"['빵', '은_', '풋', '롱', '_', '허', '니', '오', '트로_', '해주', '세요_']"
465,"['6', '인', '치_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
466,"['파', '마', '산_', '30', '센', '티', '미', '터', '로_', '해주', '세요_']"
467,"['풋', '롱', '_', '위', '트로_', '해주', '세요_']"
468,"['허', '니', '오', '트_', '15', '센', '티', '미', '터', '로_', '해주', '세요_']"
469,"['빵', '은_', '6', '인', '치_', '파', '마', '산', '으로_', '해주', '세요_']"
470,"['빵', '은_', '30', '센', '티', '미', '터_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
471,"['허', '니', '오', '트_', '30', '센', '치', '로_', '해주', '세요_']"
472,"['빵', '은_', '위', '트_', '15', '센', '치', '미', '터', '로_', '해주', '세요_']"
473,"['15', 'c', 'm_', '플', '랫', '으로_', '해주', '세요_']"
474,"['빵', '은_', '화', '이', '트_', '6', '인', '치', '로_', '해주', '세요_']"
475,"['30', '센', '치', '미', '터_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
476,"['플', '랫', '_', '30', '센', '치', '미', '터', '로_', '해주', '세요_']"
477,"['6', 'in', 'ch', '_', '하', '티', '로_', '해주', '세요_']"
478,"['빵', '은_', '30', '센', '치', '미', '터_', '위', '트로_', '해주', '세요_']"
479,"['빵', '은_', '하', '티_', '15', '센', '티', '미', '터', '로_', '해주', '세요_']"
480,"['빵', '은_', '30', '센', '치_', '허', '니', '오', '트로_', '해주', '세요_']"
481,"['빵', '은_', '파', '마', '산_', '15', '센', '티', '미', '터', '로_', '해주', '세요_']"
482,"['플', '랫', '_', '30', '센', '티', '로_', '해주', '세요_']"
483,"['15', '센', '티_', '하', '티', '로_', '해주', '세요_']"
484,"['15', '센', '티', '미', '터_', '허', '니', '오', '트로_', '해주', '세요_']"
485,"['화', '이', '트_', '풋', '롱', '으로_', '해주', '세요_']"
486,"['30', '센', '치_', '플', '랫', '으로_', '해주', '세요_']"
487,"['빵', '은_', '15', '센', '티', '미', '터_', '파', '마', '산', '으로_', '해주', '세요_']"
488,"['플', '랫', '_', '15', '센', '티', '로_', '해주', '세요_']"
489,"['빵', '은_', '하', '티_', '30', '센', '티', '미', '터', '로_', '해주', '세요_']"
490,"['파', '마', '산_', '6', 'in', 'ch', '로_', '해주', '세요_']"
491,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '티', '미', '터', '로_', '해주', '세요_']"
492,"['플', '랫', '_', '30', '센', '티', '미', '터', '로_', '해주', '세요_']"
493,"['빵', '은_', '30', '센', '치_', '위', '트로_', '해주', '세요_']"
494,"['빵', '은_', '30', 'c', 'm_', '플', '랫', '으로_', '해주', '세요_']"
495,"['파', '마', '산', '오', '레', '가', '노_', '30', 'c', 'm', '로_', '해주', '세요_']"
496,"['15', '센', '티_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
497,"['빵', '은_', '플', '랫', '_', '30', '센', '치', '미', '터', '로_', '해주', '세요_']"
498,"['파', '마', '산_', '30', '센', '치', '미', '터', '로_', '해주', '세요_']"
499,"['30', 'c', 'm_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
500,"['빵', '은_', '화', '이', '트_', '15', 'c', 'm', '로_', '해주', '세요_']"
501,"['빵', '은_', '30', '센', '치', '미', '터_', '파', '마', '산', '으로_', '해주', '세요_']"
502,"['빵', '은_', '15', 'c', 'm_', '허', '니', '오', '트로_', '해주', '세요_']"
503,"['파', '마', '산_', '30', '센', '치', '로_', '해주', '세요_']"
504,"['빵', '은_', '15', '센', '치', '미', '터_', '파', '마', '산', '으로_', '해주', '세요_']"
505,"['화', '이', '트_', '15', '센', '티', '미', '터', '로_', '해주', '세요_']"
506,"['빵', '은_', '파', '마', '산', '오', '레', '가', '노_', '30', 'c', 'm', '로_', '해주', '세요_']"
507,"['빵', '은_', '30', '센', '치_', '하', '티', '로_', '해주', '세요_']"
508,"['15', 'c', 'm_', '파', '마', '산', '오', '레', '가', '노', '로_', '해주', '세요_']"
509,"['빵', '은_', '파', '마', '산_', '15', '센', '치', '로_', '해주', '세요_']"
510,"['15', '센', '티', '미', '터_', '파', '마', '산', '으로_', '해주', '세요_']"
511,"['빵', '은_', '15', '센', '치', '미', '터_', '하', '티', '로_', '해주', '세요_']"
512,"['빵', '은_', '위', '트_', '30', '센', '티', '미', '터', '로_', '해주', '세요_']"
